	(1)
3.smartcat#2.agecat#4.religion	-0.01
	(0.20)
3o.smartcat#2o.agecat#5b.religion	0.00
	(0.00)
2.WP5	-1.01***
	(0.31)
3.WP5	-0.87***
	(0.31)
4.WP5	-0.48
	(0.30)
5.WP5	-0.75**
	(0.31)
6.WP5	-1.37***
	(0.31)
8.WP5	-0.95***
	(0.30)
9.WP5	-0.64**
	(0.32)
10.WP5	0.16
	(0.31)
12.WP5	0.13
	(0.14)
13.WP5	-0.15
	(0.14)
14.WP5	-0.14
	(0.14)
15.WP5	0.05
	(0.14)
16.WP5	-0.24*
	(0.14)
17.WP5	0.12
	(0.15)
18.WP5	-0.06
	(0.30)
19.WP5	-0.21
	(0.14)
20.WP5	-0.12
	(0.15)
21.WP5	0.02
	(0.14)
22.WP5	-0.12
	(0.14)
23.WP5	0.21
	(0.14)
24.WP5	-0.07
	(0.14)
25.WP5	-0.06
	(0.14)
26.WP5	-0.72**
	(0.31)
27.WP5	-0.16
	(0.15)
28.WP5	-0.17
	(0.14)
29.WP5	0.17
	(0.29)
31.WP5	-0.13
	(0.31)
33.WP5	-0.04
	(0.14)
34.WP5	-0.13
	(0.31)
35.WP5	0.38**
	(0.15)
36.WP5	0.76***
	(0.15)
37.WP5	-0.38
	(0.96)
38.WP5	0.32**
	(0.14)
39.WP5	-1.07***
	(0.31)
40.WP5	0.39***
	(0.15)
42.WP5	-0.25
	(0.96)
43.WP5	0.19
	(0.96)
44.WP5	-0.66
	(0.96)
45.WP5	-0.02
	(0.14)
46.WP5	0.04
	(0.17)
47.WP5	0.10
	(0.15)
48.WP5	-0.23
	(0.30)
50.WP5	0.29**
	(0.14)
52.WP5	0.16
	(0.15)
54.WP5	0.25*
	(0.15)
57.WP5	-0.09
	(0.14)
60.WP5	-0.74
	(0.96)
61.WP5	-0.60
	(0.96)
62.WP5	-0.18
	(0.31)
64.WP5	-0.97
	(0.96)
65.WP5	-0.10
	(0.96)
66.WP5	-1.01
	(0.96)
67.WP5	0.05
	(0.15)
68.WP5	-0.23
	(0.30)
69.WP5	-0.23
	(0.14)
71.WP5	0.02
	(0.14)
72.WP5	-0.59***
	(0.15)
73.WP5	-0.20
	(0.15)
74.WP5	-0.39**
	(0.15)
75.WP5	0.11
	(0.14)
76.WP5	0.01
	(0.13)
77.WP5	0.21
	(0.15)
78.WP5	-0.86
	(0.96)
79.WP5	0.20
	(0.15)
80.WP5	-0.35
	(0.96)
81.WP5	-0.85
	(0.96)
82.WP5	-0.12
	(0.30)
83.WP5	-0.19
	(0.30)
87.WP5	-0.12
	(0.30)
88.WP5	-0.25*
	(0.14)
89.WP5	0.23
	(0.14)
90.WP5	-0.06
	(0.15)
92.WP5	-0.46
	(0.31)
96.WP5	0.42***
	(0.15)
99.WP5	0.09
	(0.14)
103.WP5	-0.81
	(0.96)
105.WP5	0.12
	(0.14)
107.WP5	-1.14
	(0.96)
108.WP5	0.11
	(0.15)
111.WP5	0.11
	(0.14)
115.WP5	-0.03
	(0.30)
116.WP5	0.05
	(0.30)
121.WP5	0.00
	(0.14)
122.WP5	0.13
	(0.31)
124.WP5	0.12
	(0.30)
125.WP5	-0.67
	(0.96)
128.WP5	-1.31
	(0.96)
129.WP5	-0.16
	(0.30)
130.WP5	0.42**
	(0.17)
131.WP5	-0.37
	(0.32)
132.WP5	0.00
	(0.15)
134.WP5	0.39**
	(0.16)
137.WP5	-0.93***
	(0.31)
139.WP5	-0.59***
	(0.14)
140.WP5	-0.87
	(0.96)
144.WP5	-0.18
	(0.15)
145.WP5	-0.51*
	(0.30)
148.WP5	-0.37
	(0.31)
150.WP5	-0.06
	(0.31)
153.WP5	-0.26*
	(0.14)
154.WP5	-0.40***
	(0.14)
157.WP5	-0.44
	(0.98)
158.WP5	0.03
	(0.30)
163.WP5	-0.10
	(0.31)
166.WP5	0.00
	(0.15)
173.WP5	-0.11
	(0.14)
175.WP5	-0.02
	(0.14)
176.WP5	-0.00
	(0.15)
178.WP5	-1.09
	(0.96)
184.WP5	0.17
	(0.14)
185.WP5	-0.06
	(0.15)
187.WP5	-0.64
	(0.96)
190.WP5	-0.23
	(0.31)
191.WP5	0.24
	(0.31)
193.WP5	-0.33
	(0.31)
194.WP5	0.15
	(0.14)
195.WP5	0.33
	(0.31)
205.WP5	-0.70
	(0.96)
Constant	-0.14
	(1.09)
	
Observations	59,154
Countries	119
Standard errors in parentheses	
*** p<0.01, ** p<0.05, * p<0.1	
